Company ID,Companies,Last Financing Valuation,First Financing Date,First Financing Size,First Financing Valuation,First Financing Deal Type,First Financing Deal Type 2,First Financing Deal Type 3,First Financing Deal Class,Active Investors,Ownership Status,Primary Industry Code,Last Financing Date,Last Financing Size,Last Financing Deal Type,Primary Contact,Company Financing Status,Year Founded,HQ Location,Website,Description,PitchBook Link
481353-94,Koshex,,02-Sep-2021,0.13,1.79,Accelerator/Incubator,,,Other,"Beagle Partners, Goodwater Capital, Rally Cap Ventures, The Fintech Fund, Y Combinator",Privately Held (backing),Financial Software,18-Apr-2022,2.10,Seed Round,Akash Agrawal,Venture Capital-Backed,2021,"Bangalore, India",www.koshex.com,"Operator of a wealth management platform designed to make an individual understand the money movement in real-time. The company's platform makes an individual automate investing in mutual funds, digital gold and invest in technology, clean energy, automobile, and US equity by providing tools to individuals to assess and differentiate the value of potential future outcomes and make enhanced financial decisions, enabling customers to invest in diverse investment avenues that are tailored to suit their financial goals.",View company online
463303-72,Krab,1.91,24-Mar-2021,0.14,1.48,Accelerator/Incubator,,,Other,"Better Capital (San Francisco), Tribe Capital, Y Combinator",Privately Held (backing),Business/Productivity Software,08-Nov-2021,0.47,Early Stage VC,Vijay Kumar,Venture Capital-Backed,2020,"Hyderabad, India",www.krab.in,"Developer of a transportation businesses application designed to provide business loans for trucking companies. The company's application tracks financial and operational data to pre-approve loans from various bank partners, enabling truckers or trucking companies with no formal credit score to access loans from banks.",View company online
484094-35,Kresko,,08-Sep-2021,1.86,,Seed Round,Seed Round,,Venture Capital,"Davoa Capital, Electric Capital, Flori Ventures, Hypersphere Ventures, Polychain Capital",Privately Held (backing),Financial Software,30-Sep-2022,,Early Stage VC,Deepak Nuli,Venture Capital-Backed,2021,,www.kresko.fi,"Developer of an open platform for synthetic stocks, commodities, and crypto intended to make wealth accessible on a mobile phone. The company's platform is build on top of a novel synthetic asset protocol with a single CDP-per-account model. It introduces novel improvements over existing solutions such as capital efficiency, better user experience, frictionless listing of assets, and better risk management, enabling developers to easily integrate krAssets into their dApps and wallets.",View company online
483720-58,Kross Chain Launchpad,,01-Jan-2021,,,Early Stage VC,,,Venture Capital,MoonBoots Capital,Privately Held (backing),Other Financial Services,01-Jan-2021,,Early Stage VC,Deepanshu Sharma,Venture Capital-Backed,2021,India,www.kclpad.com,"Operator of a cryptocurrency platform intended to innovate and build projects that wish to connect and grow through multiple smart chains. The company is a full-service blockchain start-up incubator, assisting with marketing, IDO launches, advising, smart contract audits and offers multiple different products and services such as staking and bridging tokens, providing clients rewards in a way that is inclusive with a low barrier to entry.",View company online
492977-89,Kuhoo,,01-Mar-2022,20.00,,Early Stage VC,,,Venture Capital,WestBridge Capital Partners,Privately Held (backing),Consumer Finance,01-Mar-2022,20.00,Early Stage VC,Prashant Bhonsle,Venture Capital-Backed,2021,"Mumbai, India",www.kuhoo.com,"Provider of NBFC services intended to provide student loans. The company's platform aspires to democratise education for all, especially for households that belong to humble socio-economic backgrounds, by providing solutions, customized for individual needs by using advanced technology, data science and analytics, enabling students to get digital student loans for their education, permitting them to take their own responsibility instead of putting a financial burden on their parents.",View company online
503066-35,Kunji,,02-Aug-2022,,,Seed Round,Seed Round,,Venture Capital,,Privately Held (backing),Financial Software,,,Early Stage VC,Anurag Dixit,Venture Capital-Backed,2022,"Mumbai, India",www.kunji.io,"Operator of a centralized cryptocurrency management platform intended to allow users to make passive investments in cryptocurrency. The company's platform partners with crypto traders that operate as digital asset managers to offer an investment thesis to investors, enabling investors to have information regarding the pools as transparent and have efficient management of their investments.",View company online
501941-80,Kyte (Financial Software),,,,,Early Stage VC,,,Venture Capital,"Alves Venture, BCA Investments, BSCStation, Colony (Specialized Finance), Dutch Crypto Investors, Exnetwork Capital, GameSwift, Halvings Capital, Kangaroo Capital, Maven Capital, MEXC Global, Oracles Investment Group, Plan B, Polka Bridge, R-930 Capital, RR2 Capital, Titans ventures, Vespertine Capital",Privately Held (backing),Financial Software,,,Early Stage VC,Surya Singh,Venture Capital-Backed,2021,"Singapore, Singapore",www.kyte.one,"Developer of a DeFi product suite intended to build innovative decentralized apps. The company develops non-custodial, multi-chain, gamified DeFi product suites which consists of a gamified growth platform, a bot as a service and a crypto prediction software, providing companies with a marketing platform for their crypto projects that helps them to grow their outreach, integrate smart contracts, create bot-free giveaways with tokens, NFTs as well as coupons.",View company online
502642-54,League of Ancients,,01-Jul-2021,,,Seed Round,Seed Round,,Venture Capital,"Asymmetry Capital, Brotherhood Capital",Privately Held (backing),Entertainment Software,01-Jul-2021,,Seed Round,Dwayne Ongwiz,Venture Capital-Backed,2021,"Petaling Jaya, Malaysia",www.leagueofancients.com,"Developer of a blockchain-based MOBA game intended to leverage rewarding blockchain gaming technology. The company's free-to-play and play-to-earn NFT MOBA platform provides a 5v5 strategic combat that features yield farming, NFT skin ownership, and a trading marketplace, allowing gamers an opportunity to play and earn while enjoying the game.",View company online
493194-16,Lecto (Japan),,22-Mar-2021,0.93,,Seed Round,Seed Round,,Venture Capital,"BEENEXT Capital Management, East Ventures, Shota Horii, Shunsuke Oyu",Privately Held (backing),Business/Productivity Software,22-Mar-2021,0.93,Seed Round,Yutaka Koyama,Venture Capital-Backed,2021,"Tokyo, Japan",lecto.co.jp,"Developer of software-as-service (SaaS) products intended to support complex operation design, debt collection, and debt management operations. The company's platform enables digitally to centrally manage debt management and collection functions that have been performed in analog and disjointed manners and optimize the collection contents according to customer attributes and characteristics, enabling financial and retail operators to make quick decisions, and improve cost efficiency and profitability.",View company online
472581-19,Lefen Buy,,10-Sep-2021,1.54,,Early Stage VC,,,Venture Capital,,Privately Held (backing),Other Financial Services,10-Sep-2021,1.54,Early Stage VC,Shukai Pan,Venture Capital-Backed,2021,"Hangzhou, China",www.lefenbuy.com,"Developer of a digital payment platform that integrates multiple banks. The company provides users with a consumption method with no down payment, zero interest rate, and no handling fee by integrates different banks, enabling users to use installment payments in more stores.",View company online
483307-21,Lemontree (Financial Software),,26-Oct-2021,4.22,,Seed Round,Seed Round,,Venture Capital,"Bass Investment, Capstone Partners, D-Camp, Fast Ventures, KB Investment, Spring Camp, TBT Partners",Privately Held (backing),Financial Software,26-Oct-2021,4.22,Seed Round,Lee Min-hee,Venture Capital-Backed,2021,"Seongnam, South Korea",www.lemontree.ai,"Developer of a financial education and pocket money management platform intended for money management for children. The company's platform provides carefully selected content and customized programs on financial topics and also allows children to set and reach savings goals for themselves, enabling parents to help their children develop an understanding of basic finance, savings, and investment.",View company online
462674-71,Lepricon,,28-Jan-2021,,,Early Stage VC,,,Venture Capital,"Asymmetry Capital Management, Catena Venture Capital, Genesis Block Ventures, MoonBoots Capital, Signal Ventures (Singapore), Three M Capital",Privately Held (backing),Entertainment Software,04-Aug-2022,,Secondary Transaction - Private,Phil Ingram,Venture Capital-Backed,2020,"Victoria, Seychelles",www.lepricon.io,"Developer of games platform designed to enjoy the benefits of decentralized finance in a gamified way. The company's community-owned and governed prediction platform uniquely combine the elements of gamified Defi, liquidity pool, prediction, games, and non-fungible tokens, enabling developers and gamers with a vibrant community where all participants receive rewards for positive contributions and interactions.",View company online
465766-21,Lever Network,,18-Apr-2021,0.60,,Seed Round,Seed Round,,Venture Capital,"ArkStream Capital, AU21 Capital, Bigcoin Capital, CMS Holdings (New York), DAO Maker, Digital Finance Group, LD Capital, NGC Ventures, YBB foundation",Privately Held (backing),Financial Software,18-Apr-2021,0.60,Seed Round,Jeff Lian,Venture Capital-Backed,2021,"Singapore, Singapore",www.lever.network,"Operator of a decentralized margin trading platform intended to perform lending and borrowing using contracts that are open source. The company's platform provides users to lend, borrow and carry out leveraged trading without transferring assets to other third-party platforms, along with provides users to take open long and short positions with a wide range of assets with capital efficiency and a visualized position management interface, enabling traders to achieve an enhanced trading experience through margin trading service.",View company online
462525-31,Lightening Cash,,,,,Early Stage VC,,,Venture Capital,"Hulk Crypto Capital, Signum Capital",Privately Held (backing),Financial Software,16-Mar-2021,2.00,Seed Round,Ryan Nguyen,Venture Capital-Backed,2020,Vietnam,lightening.cash,"Developer of a privacy protocol built to help with decentralized finance. The company plans to offer a privacy protection asset transfer protocol using zero-knowledge proofs to cloak transactions, enabling miners and validators to confirm a transaction via encrypted proof without the need to see the details or upload them to the public blockchain ledger.",View company online
493213-69,Liminal (Financial Software),,01-Mar-2022,,,Early Stage VC,,,Venture Capital,"Ajeet Khurana, Andreas Antonopoulos, Balaji Srinivasan, Better Capital (San Francisco), Cadenza Ventures, CoinDCX, Elevation Capital (India), Hashed (Accelerator), Hashed Emergent, Jaynti Kanani, LD Capital, Nexus Venture Partners, Nexus Ventures, Sandeep Nailwal, Sparrow Capital, Vauld, Woodstock Fund",Privately Held (backing),Financial Software,31-May-2022,4.70,Seed Round,Mahin Gupta,Venture Capital-Backed,2021,"Singapore, Singapore",www.lmnl.app,"Developer of a secure digital asset self-custody platform designed to store and manage digital assets. The company's platform offers a minimalistic interface, the user experience is carefully curated to the needs and all actions are protected by multiple layers of security, enabling clients to secure their digital assets.",View company online
438927-49,Linear Finance,,09-Sep-2020,1.80,,Early Stage VC,,,Venture Capital,"Alameda Research, AU21 Capital, Black Edge Capital, CMS Holdings (New York), Ellipti, Evernew Capital, Genesis Block, Genesis Block Ventures, Hashed (Accelerator), Huobi, Kenetic Capital, Moonrock Capital, NGC Ventures, Phoenix VC, Vendetta Capital",Privately Held (backing),Financial Software,23-Dec-2020,,Early Stage VC,Kevin Tai,Venture Capital-Backed,2020,Hong Kong,linear.finance,"Developer of a cross-chain decentralized delta-one asset protocol. The company combines substantial technical experience from numerous crypto projects with extensive financial experience in exotic and structured assets from traditional global asset management firms, enabling users to create, manage, and trade assets easily and quickly at fair market value.",View company online
